-60.000;-999.999
-59.700;-999.999
-59.400;-999.999
-59.100;-999.999
-58.800;-999.999
-58.500;-999.999
-58.200;-999.999
-57.900;-999.999
-57.600;-999.999
-57.300;-999.999
-57.000;-999.999
-56.700;-999.999
-56.400;-999.999
-56.100;-999.999
-55.800;-999.999
-55.500;-999.999
-55.200;-999.999
-54.900;-999.999
-54.600;-999.999
-54.300;-999.999
-54.000;-999.999
-53.700;-999.999
-53.400;-999.999
-53.100;-999.999
-52.800;-999.999
-52.500;-999.999
-52.200;-999.999
-51.900;-999.999
-51.600;-999.999
-51.300;-999.999
-51.000;-999.999
-50.700;-999.999
-50.400;-999.999
-50.100;-999.999
-49.800;-999.999
-49.500;-999.999
-49.200;-999.999
-48.900;-999.999
-48.600;-999.999
-48.300;-999.999
-48.000;-999.999
-47.700;-999.999
-47.400;-999.999
-47.100;-999.999
-46.800;-999.999
-46.500;-999.999
-46.200;-999.999
-45.900;-999.999
-45.600;-999.999
-45.300;-999.999
-45.000;-999.999
-44.700;-999.999
-44.400;-999.999
-44.100;-999.999
-43.800;-999.999
-43.500;-999.999
-43.200;-999.999
-42.900;-999.999
-42.600;-999.999
-42.300;-999.999
-42.000;-999.999
-41.700;-999.999
-41.400;-999.999
-41.100;-999.999
-40.800;-999.999
-40.500;-999.999
-40.200;-999.999
-39.900;-999.999
-39.600;-999.999
-39.300;-999.999
-39.000;-999.999
-38.700;-999.999
-38.400;-999.999
-38.100;-999.999
-37.800;-999.999
-37.500;-999.999
-37.200;-999.999
-36.900;-999.999
-36.600;-999.999
-36.300;-999.999
-36.000;-999.999
-35.700;-999.999
-35.400;-999.999
-35.100;-999.999
-34.800;-999.999
-34.500;-999.999
-34.200;-999.999
-33.900;-999.999
-33.600;-999.999
-33.300;-999.999
-33.000;-999.999
-32.700;-999.999
-32.400;-999.999
-32.100;-999.999
-31.800;-999.999
-31.500;-999.999
-31.200;-999.999
-30.900;-999.999
-30.600;-999.999
-30.300;-999.999
-30.000;-999.999
-29.700;-999.999
-29.400;-999.999
-29.100;-999.999
-28.800;-999.999
-28.500;-999.999
-28.200;-999.999
-27.900;-999.999
-27.600;-999.999
-27.300;-999.999
-27.000;-999.999
-26.700;-999.999
-26.400;-999.999
-26.100;-999.999
-25.800;-999.999
-25.500;-999.999
-25.200;-999.999
-24.900;-999.999
-24.600;-999.999
-24.300;-999.999
-24.000;-999.999
-23.700;-999.999
-23.400;-999.999
-23.100;-18.023
-22.800;-17.965
-22.500;-17.795
-22.200;-17.494
-21.900;-17.164
-21.600;-17.049
-21.300;-16.998
-21.000;-16.717
-20.700;-16.420
-20.400;-16.180
-20.100;-16.034
-19.800;-15.924
-19.500;-15.725
-19.200;-15.417
-18.900;-15.198
-18.600;-15.053
-18.300;-14.929
-18.000;-14.631
-17.700;-14.353
-17.400;-14.185
-17.100;-14.077
-16.800;-13.969
-16.500;-13.766
-16.200;-13.348
-15.900;-13.204
-15.600;-13.092
-15.300;-12.882
-15.000;-12.637
-14.700;-12.383
-14.400;-12.196
-14.100;-12.127
-13.800;-12.012
-13.500;-11.746
-13.200;-11.699
-12.900;-11.993
-12.600;-12.049
-12.300;-11.993
-12.000;-11.612
-11.700;-11.316
-11.400;-11.152
-11.100;-10.940
-10.800;-10.673
-10.500;-10.468
-10.200;-10.264
-9.900;-10.197
-9.600;-9.981
-9.300;-9.562
-9.000;-9.448
-8.700;-9.316
-8.400;-9.161
-8.100;-8.891
-7.800;-8.647
-7.500;-8.492
-7.200;-8.329
-6.900;-8.083
-6.600;-7.790
-6.300;-7.610
-6.000;-7.505
-5.700;-7.372
-5.400;-7.032
-5.100;-6.742
-4.800;-6.624
-4.500;-6.452
-4.200;-6.292
-3.900;-6.046
-3.600;-5.812
-3.300;-5.668
-3.000;-5.509
-2.700;-5.244
-2.400;-4.976
-2.100;-4.853
-1.800;-4.764
-1.500;-4.787
-1.200;-4.847
-0.900;-4.825
-0.600;-4.750
-0.300;-4.894
0.000;-5.255
0.300;-5.512
0.600;-5.751
0.900;-6.037
1.200;-6.316
1.500;-6.620
1.800;-6.987
2.100;-7.395
2.400;-7.850
2.700;-8.323
3.000;-8.654
3.300;-9.115
3.600;-9.720
3.900;-10.134
4.200;-10.671
4.500;-11.109
4.800;-11.591
5.100;-12.019
5.400;-12.459
5.700;-12.992
6.000;-13.507
6.300;-13.901
6.600;-14.414
6.900;-14.757
7.200;-15.188
7.500;-15.667
7.800;-16.258
8.100;-16.730
8.400;-17.154
8.700;-17.589
9.000;-17.993
9.300;-18.500
9.600;-19.085
9.900;-19.431
10.200;-19.881
10.500;-20.300
10.800;-20.755
11.100;-21.186
11.400;-21.583
11.700;-22.097
12.000;-22.439
12.300;-23.033
12.600;-23.340
12.900;-23.738
13.200;-24.192
13.500;-24.641
13.800;-25.154
14.100;-25.457
14.400;-25.857
14.700;-999.999
15.000;-999.999
15.300;-999.999
15.600;-999.999
15.900;-999.999
16.200;-999.999
16.500;-999.999
16.800;-999.999
17.100;-999.999
17.400;-999.999
17.700;-999.999
18.000;-999.999
18.300;-999.999
18.600;-999.999
18.900;-999.999
19.200;-999.999
19.500;-999.999
19.800;-999.999
20.100;-999.999
20.400;-999.999
20.700;-999.999
21.000;-999.999
21.300;-999.999
21.600;-999.999
21.900;-999.999
22.200;-999.999
22.500;-999.999
22.800;-999.999
23.100;-999.999
23.400;-999.999
23.700;-999.999
24.000;-999.999
